"initial_alias","converted_alias","name","description","namespace"
"WBGENE00008797","F14D7.10","F14D7.10","Uncharacterized protein [Source:NCBI gene;Acc:3565550]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00044185","F14F8.14","F14F8.14","Uncharacterized protein [Source:NCBI gene;Acc:3565929]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00077492","F09C6.15","F09C6.15","FTH domain-containing protein [Source:NCBI gene;Acc:6418716]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00171696","21ur-12175","21ur-12175","ncRNA [Source:NCBI gene;Acc:13208077]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013626","srz-54","srz-54","Serpentine Receptor, class Z [Source:NCBI gene;Acc:190848]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00020228","T05A8.2","T05A8.2","Uncharacterized protein [Source:NCBI gene;Acc:188089]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020141","lmd-5","lmd-5","LysM Domain (peptidoglycan binding) protein [Source:NCBI gene;Acc:187942]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00235294","Y69A2AR.47","Y69A2AR.47","Uncharacterized protein [Source:NCBI gene;Acc:24105195]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005830","srw-83","srw-83","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:266935]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00016337","fbxb-38","fbxb-38","FBA_2 domain-containing protein [Source:NCBI gene;Acc:183152]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013064","clec-248","clec-248","C-type LECtin [Source:NCBI gene;Acc:3565245]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00015879","C17B7.5","C17B7.5","Uncharacterized protein [Source:NCBI gene;Acc:178766]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020419","acdh-4","acdh-4","Acyl CoA DeHydrogenase [Source:NCBI gene;Acc:172367]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00044027","F27E5.8","F27E5.8","putative G-protein coupled receptor F27E5.8 [Source:NCBI gene;Acc:3565659]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020917","W01B11.6","W01B11.6","Thioredoxin domain-containing protein [Source:NCBI gene;Acc:171903]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00018750","F53C3.6","F53C3.6","CX domain-containing protein [Source:NCBI gene;Acc:173731]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005647","srp-6","srp-6","SERPIN domain-containing protein [Source:NCBI gene;Acc:179125]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00174622","21ur-15278","21ur-15278","ncRNA [Source:NCBI gene;Acc:13207748]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019858","R03H10.6","R03H10.6","REPA_OB_2 domain-containing protein [Source:NCBI gene;Acc:187558]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00170584","21ur-8121","21ur-8121","ncRNA [Source:NCBI gene;Acc:13208107]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019688","K12H6.8","K12H6.8","Uncharacterized protein [Source:NCBI gene;Acc:187346]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00010249","F58D12.1","F58D12.1","Uncharacterized protein [Source:NCBI gene;Acc:186504]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00086561","K01A2.12","K01A2.12","Uncharacterized protein [Source:NCBI gene;Acc:7040176]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005758","srw-11","srw-11","Serpentine Receptor, class W [Source:NCBI gene;Acc:3564862]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012711","Y39E4A.1","Y39E4A.1","Uncharacterized protein [Source:NCBI gene;Acc:176714]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00019096","cysl-4","cysl-4","Cysteine synthase [Source:NCBI gene;Acc:186587]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013427","Y66D12A.1","Y66D12A.1","Uncharacterized protein [Source:NCBI gene;Acc:190495]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012064","fbxb-115","fbxb-115","F-box domain-containing protein; FBA_2 domain-containing protein [Source:NCBI gene;Acc:188947]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00000638","col-62","col-62","Col_cuticle_N domain-containing protein [Source:NCBI gene;Acc:172495]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00044424","F54D12.10","F54D12.10","CW domain-containing protein [Source:NCBI gene;Acc:3565331]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00002211","kin-30","kin-30","Protein kinase domain-containing protein [Source:NCBI gene;Acc:180032]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00017913","F29A7.3","F29A7.3","CW domain-containing protein [Source:NCBI gene;Acc:185103]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00009301","F31F6.2","F31F6.2","Uncharacterized protein [Source:NCBI gene;Acc:185176]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00023410","clpr-2","clpr-2","Calpain catalytic domain-containing protein [Source:NCBI gene;Acc:3565584]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013351","Y59A8B.19","Y59A8B.19","Uncharacterized protein [Source:NCBI gene;Acc:180178]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00006436","ttn-1","ttn-1","Titin homolog [Source:NCBI gene;Acc:266969]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00168511","21ur-8493","21ur-8493","ncRNA [Source:NCBI gene;Acc:13206576]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00022233","ipla-6","ipla-6","PNPLA domain-containing protein [Source:NCBI gene;Acc:177396]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008976","plp-2","plp-2","Pur alpha Like Protein [Source:NCBI gene;Acc:184719]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005489","srh-284","srh-284","Serpentine Receptor, class H [Source:NCBI gene;Acc:183528]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00010394","srz-59","srz-59","Serpentine Receptor, class Z [Source:NCBI gene;Acc:13200574]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008696","clec-255","clec-255","C-type LECtin [Source:NCBI gene;Acc:184348]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00020544","fbxb-84","fbxb-84","F-box domain-containing protein [Source:NCBI gene;Acc:188568]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00003573","ncx-8","ncx-8","Na/Ca eXchangers [Source:NCBI gene;Acc:182575]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009391","F35C5.3","F35C5.3","Uncharacterized protein [Source:NCBI gene;Acc:174925]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00044460","Y55F3C.10","Y55F3C.10","Uncharacterized protein [Source:NCBI gene;Acc:3896808]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00304818","R160.14","R160.14","Uncharacterized protein [Source:NCBI gene;Acc:42101351]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00017465","F14F9.2","F14F9.2","Uncharacterized protein [Source:NCBI gene;Acc:184484]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00007166","fbxa-152","fbxa-152","F-box domain-containing protein [Source:NCBI gene;Acc:181956]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00194680","Y17D7C.6","Y17D7C.6","Uncharacterized protein [Source:NCBI gene;Acc:13218291]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013613","Y102A5C.4","Y102A5C.4","Uncharacterized protein [Source:NCBI gene;Acc:190831]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012227","W03H9.1","W03H9.1","Uncharacterized protein [Source:NCBI gene;Acc:189177]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005733","srv-22","srv-22","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:186687]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00220259","ZK418.13","ZK418.13","Uncharacterized protein [Source:NCBI gene;Acc:24105289]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020520","T15B7.8","T15B7.8","Uncharacterized protein [Source:NCBI gene;Acc:188518]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021339","Y34F4.4","Y34F4.4","Uncharacterized protein [Source:NCBI gene;Acc:175263]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00269425","C49G7.13","C49G7.13","CUB_2 domain-containing protein [Source:NCBI gene;Acc:183621]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011000","R03G8.6","R03G8.6","Aminopeptidase [Source:NCBI gene;Acc:181438]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00017426","F13C5.5","F13C5.5","Uncharacterized protein [Source:NCBI gene;Acc:180412]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00167065","21ur-9686","21ur-9686","ncRNA [Source:NCBI gene;Acc:13195210]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008893","F16H6.3","F16H6.3","Uncharacterized protein [Source:NCBI gene;Acc:184590]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021707","srbc-38","srbc-38","Serpentine Receptor, class BC (class B-like) [Source:NCBI gene;Acc:3565932]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00220176","Y51H4A.940","Y51H4A.940","ncRNA [Source:NCBI gene;Acc:24105141]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012246","fbxa-131","fbxa-131","FTH domain-containing protein [Source:NCBI gene;Acc:189188]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00018100","math-26","math-26","MATH (meprin-associated Traf homology) domain containing [Source:NCBI gene;Acc:173546]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00045614","21ur-2293","21ur-2293","ncRNA [Source:NCBI gene;Acc:13206153]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00017944","F31D5.1","F31D5.1","Uncharacterized protein [Source:NCBI gene;Acc:24104515]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020870","T28A11.3","T28A11.3","DUF19 domain-containing protein [Source:NCBI gene;Acc:189010]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00044360","C33C12.11","C33C12.11","Uncharacterized protein [Source:NCBI gene;Acc:3564971]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00044164","Y46G5A.39","Y46G5A.39","F-box domain-containing protein [Source:NCBI gene;Acc:3565134]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00304825","Y41G9A.17","Y41G9A.17","Uncharacterized protein [Source:NCBI gene;Acc:42101357]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00007206","B0564.6","B0564.6","Uncharacterized protein [Source:NCBI gene;Acc:182046]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022097","nhr-242","nhr-242","Nuclear Hormone Receptor family [Source:NCBI gene;Acc:190547]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009846","None","None","None",""
"WBGENE00047967","21ur-4734","21ur-4734","ncRNA [Source:NCBI gene;Acc:13208036]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005341","srh-123","srh-123","Serpentine Receptor, class H [Source:NCBI gene;Acc:184184]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00195165","F57G4.11","F57G4.11","FTH domain-containing protein [Source:NCBI gene;Acc:13217928]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022344","pals-40","pals-40","Protein containing ALS2cr12 (ALS2CR12) signature [Source:NCBI gene;Acc:190773]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00206390","F14F7.7","F14F7.7","Uncharacterized protein [Source:NCBI gene;Acc:13191692]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013928","clec-94","clec-94","C-type lectin domain-containing protein [Source:NCBI gene;Acc:173009]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00235117","Y19D10B.8","Y19D10B.8","Uncharacterized protein [Source:NCBI gene;Acc:24105054]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013840","fbxa-151","fbxa-151","F-box domain-containing protein [Source:NCBI gene;Acc:191061]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00003662","nhr-72","nhr-72","Nuclear Hormone Receptor family [Source:NCBI gene;Acc:191721]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012212","W02D9.6","W02D9.6","Uncharacterized protein [Source:NCBI gene;Acc:189121]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00018575","clec-119","clec-119","C-type LECtin [Source:NCBI gene;Acc:173504]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009841","fbxa-134","fbxa-134","FTH domain-containing protein [Source:NCBI gene;Acc:185956]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00004402","rom-3","rom-3","Rhomboid domain-containing protein [Source:NCBI gene;Acc:191000]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00015851","C16C8.13","C16C8.13","Ubiquitin-like domain-containing protein [Source:NCBI gene;Acc:182679]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00008186","best-11","best-11","Bestrophin homolog [Source:NCBI gene;Acc:173292]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013830","ZC15.1","ZC15.1","Uncharacterized protein [Source:NCBI gene;Acc:191050]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021003","W03F9.9","W03F9.9","Uncharacterized protein [Source:NCBI gene;Acc:189164]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00014914","Y52B11A.11","Y52B11A.11","Uncharacterized protein [Source:NCBI gene;Acc:13182034]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012449","nhr-231","nhr-231","Nuclear Hormone Receptor family [Source:NCBI gene;Acc:189445]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00045061","Y57G11B.8","Y57G11B.8","Uncharacterized protein [Source:NCBI gene;Acc:13202193]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00044723","K11H12.11","K11H12.11","Uncharacterized protein [Source:NCBI gene;Acc:4363080]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00014106","ZK856.5","ZK856.5","Metallophos domain-containing protein [Source:NCBI gene;Acc:191439]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00014106","ZK856.18","ZK856.18","Uncharacterized protein [Source:NCBI gene;Acc:13214665]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005789","srw-42","srw-42","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:3565714]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019036","irld-36","irld-36","Insulin/EGF-Receptor L Domain protein [Source:NCBI gene;Acc:186509]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00003540","nas-21","nas-21","Zinc metalloproteinase-like protein nas-21 [Source:NCBI gene;Acc:188422]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005396","srh-181","srh-181","Serpentine Receptor, class H [Source:NCBI gene;Acc:191253]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019791","sdz-25","sdz-25","F-box domain-containing protein [Source:NCBI gene;Acc:177640]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00023420","C26D10.7","C26D10.7","Uncharacterized protein [Source:NCBI gene;Acc:3565188]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00014179","ZK1010.5","ZK1010.5","Uncharacterized protein [Source:NCBI gene;Acc:176720]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00009763","srz-18","srz-18","Serpentine Receptor, class Z [Source:NCBI gene;Acc:185834]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013006","lin-38","lin-38","C2H2-type domain-containing protein [Source:NCBI gene;Acc:190028]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00045101","C35D6.13","C35D6.13","Uncharacterized protein [Source:NCBI gene;Acc:13208730]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013179","clec-100","clec-100","C-type lectin domain-containing protein [Source:NCBI gene;Acc:190246]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013758","fbxa-114","fbxa-114","F-box domain-containing protein [Source:NCBI gene;Acc:190972]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009544","F38E11.9","F38E11.9","Uncharacterized protein [Source:NCBI gene;Acc:177776]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021081","pals-33","pals-33","Protein containing ALS2cr12 (ALS2CR12) signature [Source:NCBI gene;Acc:189288]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005694","sru-31","sru-31","Serpentine Receptor, class U [Source:NCBI gene;Acc:183647]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005493","srh-289","srh-289","Serpentine Receptor, class H [Source:NCBI gene;Acc:3565548]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00022066","Y67D8C.2","Y67D8C.2","Uncharacterized protein [Source:NCBI gene;Acc:190518]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021627","Y47D7A.15","Y47D7A.15","Uncharacterized protein [Source:NCBI gene;Acc:260235]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020318","T07F8.1","T07F8.1","Uncharacterized protein [Source:NCBI gene;Acc:188234]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00019548","K09C4.2","K09C4.2","Uncharacterized protein [Source:NCBI gene;Acc:187193]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00009021","F21D9.8","F21D9.8","Uncharacterized protein [Source:NCBI gene;Acc:184777]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00017251","fbxb-105","fbxb-105","F-box domain-containing protein [Source:NCBI gene;Acc:184178]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008381","D1081.3","D1081.3","Uncharacterized protein [Source:NCBI gene;Acc:42101339]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00008381","D1081.19","D1081.19","Uncharacterized protein [Source:NCBI gene;Acc:183927]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00016220","C29F9.5","C29F9.5","Uncharacterized protein [Source:NCBI gene;Acc:183022]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00174254","21ur-6905","21ur-6905","ncRNA [Source:NCBI gene;Acc:13206116]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
